,BONEID,ELEMENT,MEASURE,MEASTYPE,PERIOD,RANGE
1359,ABMAP18417,First phalanx,54.4,Bd,Medieval,1600 -- 1799
1461,ABMAP16644,First phalanx,41.8,Bd,Medieval,1033 -- 1199
1467,ABMAP16645,First phalanx,40.9,Bd,Medieval,1033 -- 1199
1616,ABMAP28265,First phalanx,43.0,Bd,Roman - Saxon,850 -- 899
1693,ABMAP13143,First phalanx,46.4,Bd,Roman - Saxon,650 -- 850
1760,ABMAP18525,First phalanx,45.3,Bd,Bronze - Iron Age,-1000 -- -400
1781,ABMAP27182,First phalanx,44.7,Bd,Roman - Saxon,900 -- 1099
1798,ABMAP27183,First phalanx,48.4,Bd,Roman - Saxon,900 -- 1099
1826,ABMAP27209,First phalanx,44.8,Bd,Roman - Saxon,900 -- 1099
1847,ABMAP1429,First phalanx,48.0,Bd,Roman - Saxon,43 -- 410
1877,ABMAP1040,First phalanx,46.3,Bd,Roman - Saxon,43 -- 410
1899,ABMAP1334,First phalanx,44.6,Bd,Roman - Saxon,43 -- 410
2040,J_GRIMM_08WA56530-1264,First phalanx,41.5,Bd,Roman - Saxon,300 -- 400
2057,J_GRIMM_08WA57960-177,First phalanx,40.0,Bd,Medieval,1225 -- 1350
2067,J_GRIMM_08WA58571-59,First phalanx,47.2,Bd,Roman - Saxon,43 -- 410
2090,J_GRIMM_08WA58720-23,First phalanx,39.8,Bd,Medieval,1400 -- 1500
2135,J_GRIMM_08WA59480-2,First phalanx,39.6,Bd,Roman - Saxon,43 -- 150
2149,J_GRIMM_08WA59480-847,First phalanx,39.3,Bd,Bronze - Iron Age,100 -- 150
2181,J_GRIMM_08WA59480-1527,First phalanx,41.7,Bd,Bronze - Iron Age,-100 -- 43
2191,J_GRIMM_08WA59480-938,First phalanx,43.5,Bd,Bronze - Iron Age,100 -- 150
2198,J_GRIMM_08WA59480-939,First phalanx,41.0,Bd,Bronze - Iron Age,100 -- 150
2205,J_GRIMM_08WA59480-940,First phalanx,46.7,Bd,Bronze - Iron Age,100 -- 150
2212,J_GRIMM_08WA59480-941,First phalanx,42.4,Bd,Bronze - Iron Age,100 -- 150
2219,J_GRIMM_08WA59480-942,First phalanx,42.0,Bd,Bronze - Iron Age,100 -- 150
2226,J_GRIMM_08WA59480-943,First phalanx,40.9,Bd,Bronze - Iron Age,100 -- 150
2286,J_GRIMM_08WA61900-246,First phalanx,48.5,Bd,Roman - Saxon,43 -- 410
2301,J_GRIMM_08WA61900-193,First phalanx,46.0,Bd,Medieval,1066 -- 1499
2311,J_GRIMM_08WA63220-730,First phalanx,30.6,Bd,Roman - Saxon,850 -- 1066
2330,J_GRIMM_08WA63220-5165,First phalanx,48.9,Bd,Roman - Saxon,850 -- 1066
2366,ABMAP9652,First phalanx,50.2,Bd,Medieval,1000 -- 1199
2378,ABMAP13874,First phalanx,47.0,Bd,Medieval,1300 -- 1499
2402,ABMAP13905,First phalanx,44.8,Bd,Medieval,1300 -- 1499
2463,ABMAP1489,First phalanx,42.0,Bd,Roman - Saxon,43 -- 1066
2478,ABMAP1542,First phalanx,41.1,Bd,Roman - Saxon,100 -- 399
2887,ABMAP14186,First phalanx,40.2,Bd,Roman - Saxon,43 -- 410
2906,ABMAP14176,First phalanx,47.2,Bd,Roman - Saxon,43 -- 410
2914,ABMAP14444,First phalanx,41.9,Bd,Roman - Saxon,43 -- 410
2938,ABMAP14317,First phalanx,40.0,Bd,Roman - Saxon,43 -- 410
3077,ABMAP3192,First phalanx,47.8,Bd,Roman - Saxon,400 -- 1066
3090,ABMAP3191,First phalanx,47.3,Bd,Roman - Saxon,400 -- 1066
