,BONEID,ELEMENT,MEASURE,MEASTYPE,PERIOD,RANGE
994,ABMAP29236,Metacarpal,45.9,Bd,Medieval,1300 -- 1450
1017,ABMAP29255,Metacarpal,44.9,Bd,Medieval,1450 -- 1800
1022,ABMAP29259,Metacarpal,45.7,Bd,Medieval,1450 -- 1800
1033,ABMAP29277,Metacarpal,44.7,Bd,Medieval,1250 -- 1400
1071,ABMAP29321,Metacarpal,43.1,Bd,Medieval,1250 -- 1400
1093,ABMAP29370,Metacarpal,46.0,Bd,Medieval,1100 -- 1250
1106,ABMAP29389,Metacarpal,49.7,Bd,Medieval,1100 -- 1250
1142,ABMAP29154,Metacarpal,44.2,Bd,Medieval,1100 -- 1250
1152,ABMAP29429,Metacarpal,43.9,Bd,Roman - Saxon,950 -- 1100
1162,ABMAP29505,Metacarpal,44.6,Bd,Roman - Saxon,950 -- 1100
1172,ABMAP28762,Metacarpal,48.2,Bd,Medieval,1250 -- 1400
1179,ABMAP28770,Metacarpal,44.5,Bd,Medieval,1100 -- 1250
1211,ABMAP28741,Metacarpal,45.8,Bd,Medieval,1300 -- 1450
1219,ABMAP28991,Metacarpal,54.3,Bd,Medieval,1250 -- 1400
1233,ABMAP28809,Metacarpal,45.1,Bd,Medieval,1100 -- 1250
1247,ABMAP28972,Metacarpal,45.6,Bd,Medieval,1100 -- 1250
1252,ABMAP28826,Metacarpal,45.2,Bd,Medieval,1300 -- 1450
1312,ABMAP28877,Metacarpal,43.2,Bd,Medieval,1250 -- 1400
1412,ABMAP16635,Metacarpal,48.5,Bd,Medieval,1033 -- 1199
1526,ABMAP9509,Metacarpal,28.0,Bd,Roman - Saxon,367 -- 399
1529,ABMAP9510,Metacarpal,46.6,Bd,Roman - Saxon,367 -- 399
1532,ABMAP9511,Metacarpal,49.5,Bd,Roman - Saxon,367 -- 399
1556,ABMAP9512,Metacarpal,44.8,Bd,Roman - Saxon,300 -- 399
1559,ABMAP9513,Metacarpal,45.5,Bd,Roman - Saxon,300 -- 399
1635,ABMAP1868,Metacarpal,44.2,Bd,Roman - Saxon,43 -- 410
1654,ABMAP1999,Metacarpal,46.8,Bd,Roman - Saxon,43 -- 410
1713,ABMAP18523,Metacarpal,42.5,Bd,Bronze - Iron Age,-1000 -- -400
1723,ABMAP18521,Metacarpal,44.1,Bd,Bronze - Iron Age,-800 -- 43
1754,ABMAP18522,Metacarpal,44.1,Bd,Bronze - Iron Age,-1000 -- -400
1792,ABMAP27339,Metacarpal,47.5,Bd,Roman - Saxon,800 -- 999
1818,ABMAP27340,Metacarpal,44.6,Bd,Roman - Saxon,800 -- 999
1831,ABMAP1017,Metacarpal,50.9,Bd,Roman - Saxon,43 -- 410
1862,ABMAP1360,Metacarpal,48.6,Bd,Roman - Saxon,43 -- 410
1873,ABMAP1039,Metacarpal,51.1,Bd,Roman - Saxon,43 -- 410
1905,ABMAP740,Metacarpal,45.9,Bd,Roman - Saxon,43 -- 410
1932,ABMAP1198,Metacarpal,48.6,Bd,Roman - Saxon,43 -- 410
1982,ABMAP9042,Metacarpal,44.0,Bd,Bronze - Iron Age,-299 -- -100
2000,ABMAP9023,Metacarpal,47.0,Bd,Bronze - Iron Age,-299 -- -100
2013,J_GRIMM_08WA55024-494,Metacarpal,48.0,Bd,Roman - Saxon,150 -- 200
2117,J_GRIMM_08WA58720-29,Metacarpal,45.7,Bd,Medieval,1075 -- 1125
2146,J_GRIMM_08WA59480-343,Metacarpal,40.5,Bd,Bronze - Iron Age,100 -- 150
2393,ABMAP13903,Metacarpal,40.5,Bd,Medieval,1300 -- 1499
2421,ABMAP13914,Metacarpal,47.3,Bd,Medieval,1300 -- 1499
2488,ABMAP1447,Metacarpal,48.8,Bd,Bronze - Iron Age,-100 -- -43
2545,ABMAP15711,Metacarpal,40.8,Bd,Bronze - Iron Age,-400 -- -100
2593,ABMAP16219,Metacarpal,40.9,Bd,Bronze - Iron Age,-400 -- -100
2603,ABMAP15738,Metacarpal,47.7,Bd,Bronze - Iron Age,-400 -- -100
2665,ABMAP16170,Metacarpal,42.5,Bd,Bronze - Iron Age,-400 -- -100
2716,ABMAP15755,Metacarpal,40.9,Bd,Bronze - Iron Age,-800 -- -400
2745,ABMAP16135,Metacarpal,49.1,Bd,Bronze - Iron Age,-400 -- -100
2757,ABMAP8661,Metacarpal,44.0,Bd,Roman - Saxon,43 -- 100
2812,ABMAP434,Metacarpal,43.7,Bd,Bronze - Iron Age,-50 -- 75
2838,ABMAP9243,Metacarpal,46.3,Bd,Bronze - Iron Age,-99 -- 0
2847,ABMAP9245,Metacarpal,44.1,Bd,Bronze - Iron Age,-99 -- 99
2853,ABMAP9247,Metacarpal,43.8,Bd,Bronze - Iron Age,-99 -- 99
2863,ABMAP9244,Metacarpal,43.05,Bd,Bronze - Iron Age,-99 -- 0
2892,ABMAP14339,Metacarpal,42.4,Bd,Roman - Saxon,43 -- 410
2929,ABMAP14424,Metacarpal,42.9,Bd,Bronze - Iron Age,-100 -- -43
2945,ABMAP14318,Metacarpal,45.0,Bd,Roman - Saxon,43 -- 410
2962,ABMAP14435,Metacarpal,43.2,Bd,Roman - Saxon,43 -- 410
2971,ABMAP14436,Metacarpal,42.3,Bd,Roman - Saxon,43 -- 410
3011,ABMAP14293,Metacarpal,44.4,Bd,Roman - Saxon,43 -- 410
3043,ABMAP10858,Metacarpal,65.7,Bd,Roman - Saxon,43 -- 410
3073,ABMAP30907,Metacarpal,44.9,Bd,Medieval,1000 -- 1299
3079,ABMAP3189,Metacarpal,46.1,Bd,Roman - Saxon,400 -- 1066
3085,ABMAP3190,Metacarpal,49.9,Bd,Roman - Saxon,400 -- 1066
