,BONEID,ELEMENT,MEASURE,MEASTYPE,PERIOD,RANGE
1298,ABMAP28858,Astragalus,56.6,GB,Medieval,1100 -- 1250
1299,ABMAP28858,Astragalus,54.1,GH,Medieval,1100 -- 1250
1300,ABMAP28858,Astragalus,55.7,LmT,Medieval,1100 -- 1250
1323,ABMAP28902,Astragalus,50.1,BFd,Medieval,1250 -- 1400
1324,ABMAP28902,Astragalus,55.5,GB,Medieval,1250 -- 1400
1325,ABMAP28902,Astragalus,51.4,GH,Medieval,1250 -- 1400
1326,ABMAP28902,Astragalus,51.3,LmT,Medieval,1250 -- 1400
1378,ABMAP16631,Astragalus,44.5,BFd,Medieval,1367 -- 1499
1379,ABMAP16631,Astragalus,52.3,GB,Medieval,1367 -- 1499
1380,ABMAP16631,Astragalus,49.5,GH,Medieval,1367 -- 1499
1381,ABMAP16631,Astragalus,50.5,LmT,Medieval,1367 -- 1499
1400,ABMAP16632,Astragalus,47.0,BFd,Medieval,1167 -- 1399
1401,ABMAP16632,Astragalus,55.3,LmT,Medieval,1167 -- 1399
1440,ABMAP16633,Astragalus,47.6,BFd,Medieval,1033 -- 1199
1441,ABMAP16633,Astragalus,55.9,GB,Medieval,1033 -- 1199
1442,ABMAP16633,Astragalus,52.7,GH,Medieval,1033 -- 1199
1443,ABMAP16633,Astragalus,56.2,LmT,Medieval,1033 -- 1199
1444,ABMAP16634,Astragalus,47.4,BFd,Medieval,1033 -- 1199
1445,ABMAP16634,Astragalus,54.1,GB,Medieval,1033 -- 1199
1446,ABMAP16634,Astragalus,53.5,GH,Medieval,1033 -- 1199
1447,ABMAP16634,Astragalus,56.2,LmT,Medieval,1033 -- 1199
1524,ABMAP9506,Astragalus,57.6,GH,Roman - Saxon,367 -- 399
1525,ABMAP9507,Astragalus,57.5,GH,Roman - Saxon,367 -- 399
1608,ABMAP3276,Astragalus,62.9,GB,Roman - Saxon,400 -- 1066
1629,ABMAP1863,Astragalus,52.0,BFd,Roman - Saxon,43 -- 410
1630,ABMAP1863,Astragalus,57.1,GH,Roman - Saxon,43 -- 410
1667,ABMAP1909,Astragalus,46.3,BFd,Roman - Saxon,43 -- 410
1668,ABMAP1909,Astragalus,49.6,GH,Roman - Saxon,43 -- 410
1788,ABMAP27285,Astragalus,63.2,GB,Roman - Saxon,800 -- 999
1789,ABMAP27285,Astragalus,58.0,GH,Roman - Saxon,800 -- 999
1790,ABMAP27285,Astragalus,59.0,LmT,Roman - Saxon,800 -- 999
1828,ABMAP1391,Astragalus,47.9,BFd,Roman - Saxon,43 -- 410
1829,ABMAP1391,Astragalus,60.2,GB,Roman - Saxon,43 -- 410
1830,ABMAP1391,Astragalus,56.1,GH,Roman - Saxon,43 -- 410
1855,ABMAP1016,Astragalus,47.4,BFd,Roman - Saxon,43 -- 410
1856,ABMAP1016,Astragalus,58.6,,Roman - Saxon,43 -- 410
1857,ABMAP1016,Astragalus,52.4,GH,Roman - Saxon,43 -- 410
2023,J_GRIMM_08WA56530-278,Astragalus,48.8,BFd,Roman - Saxon,43 -- 200
2024,J_GRIMM_08WA56530-278,Astragalus,53.8,GB,Roman - Saxon,43 -- 200
2025,J_GRIMM_08WA56530-278,Astragalus,51.0,GH,Roman - Saxon,43 -- 200
2026,J_GRIMM_08WA56530-278,Astragalus,53.0,LmT,Roman - Saxon,43 -- 200
2027,J_GRIMM_08WA56530-405,Astragalus,45.7,BFd,Roman - Saxon,200 -- 400
2028,J_GRIMM_08WA56530-405,Astragalus,52.0,GB,Roman - Saxon,200 -- 400
2029,J_GRIMM_08WA56530-405,Astragalus,53.0,GH,Roman - Saxon,200 -- 400
2047,J_GRIMM_08WA56530-1265,Astragalus,45.9,BFd,Roman - Saxon,300 -- 400
2048,J_GRIMM_08WA56530-1265,Astragalus,58.8,GB,Roman - Saxon,300 -- 400
2049,J_GRIMM_08WA56530-1265,Astragalus,52.1,GH,Roman - Saxon,300 -- 400
2050,J_GRIMM_08WA56530-1265,Astragalus,53.8,LmT,Roman - Saxon,300 -- 400
2188,J_GRIMM_08WA59480-2013,Astragalus,40.4,BFd,Bronze - Iron Age,100 -- 150
2189,J_GRIMM_08WA59480-2013,Astragalus,53.0,GB,Bronze - Iron Age,100 -- 150
2190,J_GRIMM_08WA59480-2013,Astragalus,49.0,GH,Bronze - Iron Age,100 -- 150
2315,J_GRIMM_08WA63220-1178,Astragalus,47.9,BFd,Roman - Saxon,850 -- 1066
2316,J_GRIMM_08WA63220-1178,Astragalus,57.0,GB,Roman - Saxon,850 -- 1066
2317,J_GRIMM_08WA63220-1178,Astragalus,52.0,GH,Roman - Saxon,850 -- 1066
2318,J_GRIMM_08WA63220-1178,Astragalus,54.4,Lm,Roman - Saxon,850 -- 1066
2469,ABMAP1491,Astragalus,47.4,BFd,Roman - Saxon,43 -- 1066
2470,ABMAP1491,Astragalus,59.0,GB,Roman - Saxon,43 -- 1066
2500,ABMAP16094,Astragalus,50.9,GH,Bronze - Iron Age,-400 -- -100
2501,ABMAP16094,Astragalus,52.2,LmT,Bronze - Iron Age,-400 -- -100
2525,ABMAP16282,Astragalus,53.7,GB,Bronze - Iron Age,-400 -- -100
2526,ABMAP16282,Astragalus,49.5,GH,Bronze - Iron Age,-400 -- -100
2527,ABMAP16282,Astragalus,50.9,LmT,Bronze - Iron Age,-400 -- -100
2563,ABMAP15714,Astragalus,43.0,BFd,Bronze - Iron Age,-400 -- -100
2564,ABMAP15714,Astragalus,52.4,GB,Bronze - Iron Age,-400 -- -100
2565,ABMAP15714,Astragalus,44.4,GH,Bronze - Iron Age,-400 -- -100
2566,ABMAP15714,Astragalus,46.5,LmT,Bronze - Iron Age,-400 -- -100
2579,ABMAP15681,Astragalus,43.9,BFd,Bronze - Iron Age,-400 -- -100
2580,ABMAP15681,Astragalus,51.2,GB,Bronze - Iron Age,-400 -- -100
2581,ABMAP15681,Astragalus,46.8,GH,Bronze - Iron Age,-400 -- -100
2681,ABMAP16119,Astragalus,56.5,GB,Bronze - Iron Age,-800 -- 43
2682,ABMAP16119,Astragalus,51.3,GH,Bronze - Iron Age,-800 -- 43
2683,ABMAP16119,Astragalus,51.3,LmT,Bronze - Iron Age,-800 -- 43
2701,ABMAP15817,Astragalus,47.4,BFd,Roman - Saxon,43 -- 410
2702,ABMAP15817,Astragalus,56.2,GB,Roman - Saxon,43 -- 410
2703,ABMAP15817,Astragalus,54.7,GH,Roman - Saxon,43 -- 410
2704,ABMAP15817,Astragalus,55.1,LmT,Roman - Saxon,43 -- 410
2711,ABMAP16077,Astragalus,47.4,BFd,Roman - Saxon,43 -- 410
2712,ABMAP16077,Astragalus,56.2,GB,Roman - Saxon,43 -- 410
2713,ABMAP16077,Astragalus,54.7,GH,Roman - Saxon,43 -- 410
2714,ABMAP16077,Astragalus,55.1,LmT,Roman - Saxon,43 -- 410
2736,ABMAP16153,Astragalus,53.9,GB,Bronze - Iron Age,-400 -- -100
2737,ABMAP16153,Astragalus,50.6,GH,Bronze - Iron Age,-400 -- -100
2738,ABMAP16153,Astragalus,50.6,LmT,Bronze - Iron Age,-400 -- -100
2763,ABMAP8663,Astragalus,63.0,GH,Roman - Saxon,43 -- 100
2808,ABMAP432,Astragalus,43.3,BFd,Bronze - Iron Age,-50 -- 75
2809,ABMAP432,Astragalus,45.6,GH,Bronze - Iron Age,-50 -- 75
2810,ABMAP432,Astragalus,47.6,LmT,Bronze - Iron Age,-50 -- 75
2858,ABMAP9254,Astragalus,45.0,BFd,Bronze - Iron Age,-99 -- 99
2859,ABMAP9254,Astragalus,55.0,GB,Bronze - Iron Age,-99 -- 99
2860,ABMAP9254,Astragalus,54.25,GH,Bronze - Iron Age,-99 -- 99
2868,ABMAP9253,Astragalus,45.75,BFd,Bronze - Iron Age,-99 -- 0
2869,ABMAP9253,Astragalus,54.05,GB,Bronze - Iron Age,-99 -- 0
2870,ABMAP9253,Astragalus,51.25,GH,Bronze - Iron Age,-99 -- 0
3024,ABMAP5550,Astragalus,51.0,BFd,Medieval,1540 -- 1901
3025,ABMAP5550,Astragalus,66.2,GB,Medieval,1540 -- 1901
3026,ABMAP5550,Astragalus,56.2,GH,Medieval,1540 -- 1901
3027,ABMAP5550,Astragalus,61.5,LmT,Medieval,1540 -- 1901
