,BONEID,ELEMENT,MEASURE,MEASTYPE,PERIOD,RANGE
1609,ABMAP3274,Scapula,47.7,BG,Roman - Saxon,400 -- 1066
1610,ABMAP3274,Scapula,93.8,GLP,Roman - Saxon,400 -- 1066
1611,ABMAP3274,Scapula,57.4,LG,Roman - Saxon,400 -- 1066
1612,ABMAP3274,Scapula,68.5,SLC,Roman - Saxon,400 -- 1066
1650,ABMAP1926,Scapula,43.3,BG,Roman - Saxon,43 -- 410
1651,ABMAP1926,Scapula,86.6,GLP,Roman - Saxon,43 -- 410
1652,ABMAP1926,Scapula,59.6,LG,Roman - Saxon,43 -- 410
1653,ABMAP1926,Scapula,59.8,SLC,Roman - Saxon,43 -- 410
1686,ABMAP13142,Scapula,47.8,BG,Roman - Saxon,650 -- 850
1687,ABMAP13142,Scapula,94.0,GLP,Roman - Saxon,650 -- 850
1688,ABMAP13142,Scapula,57.1,LG,Roman - Saxon,650 -- 850
1700,ABMAP28118,Scapula,41.3,BG,Roman - Saxon,800 -- 1066
1701,ABMAP28118,Scapula,85.3,GLP,Roman - Saxon,800 -- 1066
1702,ABMAP28118,Scapula,49.7,LG,Roman - Saxon,800 -- 1066
1703,ABMAP28118,Scapula,56.9,SLC,Roman - Saxon,800 -- 1066
1707,ABMAP28030,Scapula,46.1,SLC,Roman - Saxon,800 -- 1066
1709,ABMAP28085,Scapula,41.6,BG,Roman - Saxon,800 -- 1066
1710,ABMAP28085,Scapula,85.7,GLP,Roman - Saxon,800 -- 1066
1711,ABMAP28085,Scapula,49.5,LG,Roman - Saxon,800 -- 1066
1712,ABMAP28085,Scapula,59.7,SLC,Roman - Saxon,800 -- 1066
1740,ABMAP18516,Scapula,36.3,BG,Bronze - Iron Age,-1000 -- -400
1741,ABMAP18516,Scapula,72.6,GLP,Bronze - Iron Age,-1000 -- -400
1742,ABMAP18516,Scapula,46.1,LG,Bronze - Iron Age,-1000 -- -400
1743,ABMAP18516,Scapula,52.2,SLC,Bronze - Iron Age,-1000 -- -400
1803,ABMAP27806,Scapula,47.7,BG,Roman - Saxon,950 -- 980
1804,ABMAP27806,Scapula,86.8,GLP,Roman - Saxon,950 -- 980
1805,ABMAP27806,Scapula,51.6,LG,Roman - Saxon,950 -- 980
1806,ABMAP27806,Scapula,55.7,SLC,Roman - Saxon,950 -- 980
1812,ABMAP27508,Scapula,62.4,SLC,Roman - Saxon,950 -- 980
1853,ABMAP1014,Scapula,51.3,LG,Roman - Saxon,43 -- 410
1859,ABMAP1359,Scapula,92.2,GLP,Roman - Saxon,43 -- 410
1860,ABMAP1359,Scapula,58.8,LG,Roman - Saxon,43 -- 410
1861,ABMAP1359,Scapula,60.7,SLC,Roman - Saxon,43 -- 410
1880,ABMAP1144,Scapula,48.5,BG,Roman - Saxon,43 -- 410
1881,ABMAP1144,Scapula,93.4,GLP,Roman - Saxon,43 -- 410
1882,ABMAP1144,Scapula,59.4,LG,Roman - Saxon,43 -- 410
1883,ABMAP1144,Scapula,62.6,SLC,Roman - Saxon,43 -- 410
1884,ABMAP1161,Scapula,41.4,BG,Roman - Saxon,43 -- 410
1885,ABMAP1161,Scapula,81.3,GLP,Roman - Saxon,43 -- 410
1886,ABMAP1161,Scapula,52.5,LG,Roman - Saxon,43 -- 410
1887,ABMAP1161,Scapula,53.9,SLC,Roman - Saxon,43 -- 410
1888,ABMAP1162,Scapula,48.5,BG,Roman - Saxon,43 -- 410
1889,ABMAP1162,Scapula,88.7,GLP,Roman - Saxon,43 -- 410
1890,ABMAP1162,Scapula,57.2,LG,Roman - Saxon,43 -- 410
1891,ABMAP1162,Scapula,66.5,SLC,Roman - Saxon,43 -- 410
1892,ABMAP1163,Scapula,38.3,BG,Roman - Saxon,43 -- 410
1893,ABMAP1163,Scapula,72.2,GLP,Roman - Saxon,43 -- 410
1894,ABMAP1163,Scapula,46.6,LG,Roman - Saxon,43 -- 410
1895,ABMAP1163,Scapula,51.8,SLC,Roman - Saxon,43 -- 410
1896,ABMAP1332,Scapula,44.2,BG,Roman - Saxon,43 -- 410
1902,ABMAP737,Scapula,48.2,BG,Roman - Saxon,43 -- 410
1951,ABMAP1064,Scapula,43.2,BG,Roman - Saxon,43 -- 410
1996,ABMAP8943,Scapula,46.5,LG,Bronze - Iron Age,-299 -- -100
1997,ABMAP8944,Scapula,38.5,BG,Bronze - Iron Age,-299 -- -100
1998,ABMAP8944,Scapula,77.0,GLP,Bronze - Iron Age,-299 -- -100
1999,ABMAP8944,Scapula,46.5,LG,Bronze - Iron Age,-299 -- -100
2005,ABMAP8977,Scapula,43.0,BG,Bronze - Iron Age,-299 -- -100
2006,ABMAP8977,Scapula,78.5,GLP,Bronze - Iron Age,-299 -- -100
2007,ABMAP8977,Scapula,47.5,LG,Bronze - Iron Age,-299 -- -100
2031,J_GRIMM_08WA56530-973,Scapula,63.1,SLC,Roman - Saxon,300 -- 400
2064,J_GRIMM_08WA57960-216,Scapula,84.5,GLP,Medieval,1050 -- 1225
2065,J_GRIMM_08WA57960-216,Scapula,58.3,SLC,Medieval,1050 -- 1225
2113,J_GRIMM_08WA58720-32,Scapula,44.0,BG,Medieval,1075 -- 1125
2114,J_GRIMM_08WA58720-32,Scapula,89.6,GLP,Medieval,1075 -- 1125
2115,J_GRIMM_08WA58720-32,Scapula,56.9,LG,Medieval,1075 -- 1125
2116,J_GRIMM_08WA58720-32,Scapula,63.6,SLC,Medieval,1075 -- 1125
2131,J_GRIMM_08WA58720-33,Scapula,61.2,SLC,Medieval,1300 -- 1400
2132,J_GRIMM_08WA58720-34,Scapula,53.7,SLC,Medieval,1300 -- 1400
2143,J_GRIMM_08WA59480-214,Scapula,40.0,BG,Roman - Saxon,43 -- 410
2144,J_GRIMM_08WA59480-214,Scapula,74.7,GLP,Roman - Saxon,43 -- 410
2145,J_GRIMM_08WA59480-214,Scapula,49.5,LG,Roman - Saxon,43 -- 410
2165,J_GRIMM_08WA59480-1250,Scapula,76.6,GLP,Bronze - Iron Age,-100 -- 43
2166,J_GRIMM_08WA59480-1250,Scapula,47.3,LG,Bronze - Iron Age,-100 -- 43
2167,J_GRIMM_08WA59480-1250,Scapula,52.7,SLC,Bronze - Iron Age,-100 -- 43
2235,J_GRIMM_08WA59480-1138,Scapula,92.1,GLP,Bronze - Iron Age,100 -- 150
2236,J_GRIMM_08WA59480-1138,Scapula,66.8,SLC,Bronze - Iron Age,100 -- 150
2352,J_GRIMM_08WA63661-186,Scapula,35.6,BG,Bronze - Iron Age,-700 -- -100
2353,J_GRIMM_08WA63661-186,Scapula,47.3,LG,Bronze - Iron Age,-700 -- -100
2437,ABMAP14060,Scapula,52.9,SLC,Medieval,1300 -- 1499
2438,ABMAP14061,Scapula,53.4,BG,Medieval,1300 -- 1499
2439,ABMAP14061,Scapula,103.6,GLP,Medieval,1300 -- 1499
2440,ABMAP14061,Scapula,63.4,LG,Medieval,1300 -- 1499
2441,ABMAP14061,Scapula,66.0,SLC,Medieval,1300 -- 1499
2451,ABMAP14076,Scapula,47.8,BG,Medieval,1300 -- 1499
2452,ABMAP14076,Scapula,96.0,GLP,Medieval,1300 -- 1499
2453,ABMAP14076,Scapula,60.5,LG,Medieval,1300 -- 1499
2454,ABMAP14076,Scapula,70.2,SLC,Medieval,1300 -- 1499
2455,ABMAP14082,Scapula,43.7,BG,Medieval,1300 -- 1499
2456,ABMAP14082,Scapula,89.7,GLP,Medieval,1300 -- 1499
2457,ABMAP14082,Scapula,53.7,LG,Medieval,1300 -- 1499
2458,ABMAP14082,Scapula,57.0,SLC,Medieval,1300 -- 1499
2490,ABMAP10071,Scapula,87.6,GLP,Roman - Saxon,650 -- 950
2491,ABMAP10071,Scapula,57.3,LG,Roman - Saxon,650 -- 950
2492,ABMAP10071,Scapula,65.4,SLC,Roman - Saxon,650 -- 950
2528,ABMAP15708,Scapula,37.4,BG,Bronze - Iron Age,-400 -- -100
2529,ABMAP15708,Scapula,74.0,GLP,Bronze - Iron Age,-400 -- -100
2530,ABMAP15708,Scapula,46.1,LG,Bronze - Iron Age,-400 -- -100
2531,ABMAP15708,Scapula,51.8,SLC,Bronze - Iron Age,-400 -- -100
2600,ABMAP16097,Scapula,40.0,BG,Bronze - Iron Age,-400 -- -100
2601,ABMAP16097,Scapula,48.0,LG,Bronze - Iron Age,-400 -- -100
2642,ABMAP15785,Scapula,40.9,BG,Bronze - Iron Age,-400 -- -100
2643,ABMAP15785,Scapula,82.6,GLP,Bronze - Iron Age,-400 -- -100
2644,ABMAP15785,Scapula,50.1,LG,Bronze - Iron Age,-400 -- -100
2645,ABMAP15785,Scapula,56.4,SLC,Bronze - Iron Age,-400 -- -100
2646,ABMAP15786,Scapula,41.7,BG,Bronze - Iron Age,-400 -- -100
2647,ABMAP15786,Scapula,51.9,LG,Bronze - Iron Age,-400 -- -100
2648,ABMAP15786,Scapula,56.4,SLC,Bronze - Iron Age,-400 -- -100
2675,ABMAP16233,Scapula,45.5,BG,Bronze - Iron Age,-400 -- -100
2676,ABMAP16233,Scapula,85.3,GLP,Bronze - Iron Age,-400 -- -100
2677,ABMAP16233,Scapula,53.3,LG,Bronze - Iron Age,-400 -- -100
2678,ABMAP16233,Scapula,63.0,SLC,Bronze - Iron Age,-400 -- -100
2686,ABMAP16226,Scapula,40.0,BG,Bronze - Iron Age,-400 -- -100
2687,ABMAP16226,Scapula,51.5,LG,Bronze - Iron Age,-400 -- -100
2725,ABMAP16114,Scapula,45.2,BG,Bronze - Iron Age,-400 -- -100
2726,ABMAP16114,Scapula,88.3,GLP,Bronze - Iron Age,-400 -- -100
2727,ABMAP16114,Scapula,54.3,LG,Bronze - Iron Age,-400 -- -100
2751,ABMAP16161,Scapula,43.5,BG,Bronze - Iron Age,-400 -- -100
2779,ABMAP334,Scapula,39.3,BG,Bronze - Iron Age,-199 -- 0
2780,ABMAP334,Scapula,72.4,GLP,Bronze - Iron Age,-199 -- 0
2781,ABMAP334,Scapula,45.4,LG,Bronze - Iron Age,-199 -- 0
2782,ABMAP334,Scapula,51.3,SLC,Bronze - Iron Age,-199 -- 0
2986,ABMAP14458,Scapula,54.0,LG,Roman - Saxon,43 -- 410
2987,ABMAP14458,Scapula,53.0,SLC,Roman - Saxon,43 -- 410
3005,ABMAP14381,Scapula,40.2,BG,Roman - Saxon,43 -- 410
3006,ABMAP14381,Scapula,77.0,GLP,Roman - Saxon,43 -- 410
3007,ABMAP14381,Scapula,46.5,LG,Roman - Saxon,43 -- 410
3045,ABMAP10859,Scapula,85.7,GLP,Roman - Saxon,43 -- 410
3046,ABMAP10859,Scapula,55.0,SLC,Roman - Saxon,43 -- 410
3049,ABMAP10839,Scapula,84.0,GLP,Roman - Saxon,200 -- 410
